Close,Volume USDT,RSI,MACD_Hist,ATR,KAMAO
-0.9205011685575945,-0.6637837926886674,-0.5235860812985556,-0.143744518918708,-0.6770083683148381,0.06404064647531173
-0.9206943392992967,-0.6640701098012138,-0.5273240187842498,-0.14305306892582634,-0.6776846339910472,0.05580465632486711
-0.9181017242704557,-0.6633419334819477,-0.4745806920333772,-0.14191421422950648,-0.6781364026284132,0.16017610118317968
-0.9185476792765221,-0.6635104701857335,-0.48325601331806234,-0.1408519851639771,-0.6787745519492365,0.14133508102394893
-0.9160725716721587,-0.6632546274152975,-0.43293057887157144,-0.13936960359179898,-0.6789757273083638,0.24075524523100536
-0.9144681654228274,-0.663419946719948,-0.40038185284264155,-0.13762295519619178,-0.6795031957898304,0.3048125309304423
-0.916187213061893,-0.6626554823207961,-0.4340371220558174,-0.13618093588279506,-0.6799403089815693,0.23350830249412988
-0.9154999379304359,-0.6630851585326611,-0.420053181118241,-0.13462972709181215,-0.6799548460304398,0.25995713689343236
-0.9160725716721587,-0.6633883545040622,-0.4312984289941541,-0.13318525398096182,-0.6805655822324654,0.2355140524786963
-0.9174282061057667,-0.6632494285907227,-0.4579333039380709,-0.13197839776193535,-0.6809770117391921,0.17901680546214954
-0.9172058018096823,-0.6626831009354832,-0.45337318467454324,-0.13073707505349927,-0.6812837205257293,0.18702563352852697
-0.9170395717945675,-0.6634454881572606,-0.449956390777949,-0.12947159184769275,-0.6819997260648485,0.1929883842078769
-0.9181017242704557,-0.663222703549209,-0.47094726044587876,-0.12839086035028852,-0.6824980160402304,0.14850337104774064
-0.9155285982778696,-0.6631217073168301,-0.41793327141984066,-0.1268749008994951,-0.6830006812867678,0.2531580739839476
-0.9155200001736394,-0.6635337115352331,-0.4177561908133912,-0.12536716078155904,-0.6838381156075681,0.2526022960396161
-0.9185121404457045,-0.6637349416322832,-0.47711413570048095,-0.1243765421455825,-0.6842066085284352,0.12821792760659997
-0.9182754059759032,-0.6639126701290191,-0.4722116866150114,-0.12334559130026762,-0.6846988511369834,0.1371808904111068
-0.9154999379304359,-0.6632172102706146,-0.41478987047415206,-0.12184461951919982,-0.6850201292555689,0.25064987683803913
-0.9172367549849104,-0.6638476796905158,-0.44934638460741727,-0.12064807309750897,-0.6855764746618022,0.1777965923168189
-0.9162181662371214,-0.6630380003670924,-0.4282531794175524,-0.11928290940624907,-0.6860587820107761,0.21891179906417188
-0.9163889819078254,-0.6637357939819811,-0.4316638136367382,-0.11795422040576853,-0.6865102323521045,0.21068850384164817
-0.9153337079153213,-0.663479900400076,-0.4097400068709236,-0.11645349489188658,-0.6873054567005278,0.25360695494767793
-0.9216527413174754,-0.6607944433711279,-0.5355981382925651,-0.11603483863509559,-0.6866461125249246,-0.010148301838079372
-0.920795223722263,-0.6629023351894308,-0.5177274159350325,-0.11546036629821518,-0.6870419187100526,0.025123340046194632
-0.9237959620985581,-0.6633785231267098,-0.5771263092015098,-0.1153874589222405,-0.6870286806350443,-0.09960397652405424
-0.9218625350606892,-0.6637149581192753,-0.5367484009589041,-0.1149696484455295,-0.6875015887690011,-0.019260806140808145
-0.923424523995819,-0.6640157386838039,-0.5676718702505436,-0.11480639653878937,-0.6881330854932836,-0.08428541873883022
-0.9221674811573825,-0.6636082868273795,-0.5413754446853128,-0.11441471077159564,-0.6885735455067808,-0.03189451247667696
-0.9231086869671009,-0.6633329265032377,-0.5600607677963424,-0.11417181739222529,-0.6888392896271586,-0.07119093523619732
-0.921039409882397,-0.663665931054442,-0.516706470213279,-0.11356429701981201,-0.6891201252823764,0.015054088402145872
-0.9215386731346898,-0.6636150676984902,-0.5266599908438229,-0.11303481859186207,-0.6898792019946828,-0.006057709735715329
-0.9191684624019333,-0.6629547568546079,-0.47699596472263794,-0.11209527035172394,-0.6902250288701511,0.0927142415644072
